speed,volume,weather,time_of_day,congestion_level,location,day_of_week,is_weekend,holiday,special_event,speed_volume,road_status,road_type,Is_Peak_Hour
50,179.712,rainy,21:49:00,medium,Madhyapur Thimi,Tuesday,0,0,0,8985.6,,,
51,51.712,sunny,03:28:00,low,Kathmandu,Monday,0,0,0,2637.312,,,
33,140.544,rainy,12:20:00,medium,Koteshwor,Thursday,0,0,0,4637.952,,,
51,323.328,rainy,13:29:00,medium,New Road,Thursday,0,0,0,16489.728,,,
50,60.416,cloudy,06:12:00,low,Butwal,Monday,0,0,0,3020.8,,,
37,169.984,rainy,18:33:00,medium,Godavari,Thursday,0,0,0,6289.408,,,
52,284.928,sunny,04:06:00,low,Koteshwor,Thursday,0,0,0,14816.256,,,
52,222.72,sunny,16:41:00,low,Durbar Marg,Friday,0,0,0,11581.44,,,
59,241.152,cloudy,10:16:00,low,Kuleshwor,Friday,0,0,0,14227.968,,,
50,125.952,sunny,07:35:00,low,Kirtipur,Friday,0,0,0,6297.6,,,
52,185.856,sunny,04:45:00,low,Kathmandu,Wednesday,0,0,0,9664.512,,,
44,57.856,cloudy,00:12:00,low,Kathmandu,Tuesday,0,0,0,2545.664,,,
53,322.56,foggy,21:38:00,medium,Butwal,Sunday,0,0,0,17095.68,,,
51,208.896,foggy,06:26:00,medium,New Road,Wednesday,0,0,0,10653.696,,,
54,77.312,cloudy,00:48:00,low,Madhyapur Thimi,Thursday,0,0,0,4174.848,,,
56,88.576,cloudy,02:19:00,low,New Road,Sunday,0,0,0,4960.256,,,
42,167.424,cloudy,11:41:00,low,Boudha,Sunday,0,0,0,7031.808,,,
51,339.456,rainy,14:46:00,medium,Godavari,Tuesday,0,0,0,17312.256,,,
55,135.68,sunny,03:23:00,low,New Road,Thursday,0,0,0,7462.4,,,
48,200.448,cloudy,22:37:00,low,Durbar Marg,Monday,0,0,0,9621.504,,,
50,1007.4375,cloudy,09:16:00,medium,Kirtipur,Sunday,0,0,0,50371.875,,,
48,506.25,sunny,09:16:00,medium,Lazimpat,Tuesday,0,0,0,24300,,,
52,486,foggy,17:17:00,high,New Road,Sunday,0,0,0,25272,,,
48,1650.375,foggy,17:33:00,high,Madhyapur Thimi,Monday,0,0,0,79218,,,
56,143.872,cloudy,01:01:00,low,Balkumari,Friday,0,0,0,8056.832,,,
43,203.52,foggy,05:12:00,high,Lalitpur,Friday,0,1,0,8751.36,,,
49,1474.875,sunny,09:33:00,medium,Tokha,Thursday,0,0,0,72268.875,,,
52,244.224,sunny,06:34:00,low,Balkumari,Wednesday,0,0,0,12699.648,,,
45,217.088,rainy,12:18:00,medium,Pokhara,Monday,0,0,0,9768.96,,,
43,108.544,foggy,00:18:00,medium,Kirtipur,Sunday,0,0,0,4667.392,,,
55,501.12,cloudy,02:28:00,high,Balkumari,Saturday,1,0,0,27561.6,,,
56,193.024,cloudy,16:14:00,low,Durbar Marg,Friday,0,0,0,10809.344,,,
44,164.864,foggy,11:51:00,medium,Bhaktapur,Tuesday,0,0,0,7254.016,,,
50,293.76,cloudy,23:16:00,high,Bhaktapur,Saturday,1,0,0,14688,,,
46,435.456,cloudy,00:48:00,low,Kathmandu,Wednesday,0,0,0,20030.976,,,
45,79.104,cloudy,01:18:00,low,Thamel,Monday,0,0,0,3559.68,,,
46,222.208,foggy,10:13:00,medium,Bhaktapur,Friday,0,0,0,10221.568,,,
47,365.568,rainy,15:53:00,medium,Kathmandu,Friday,0,0,0,17181.696,,,
52,193.536,foggy,05:52:00,medium,Godavari,Sunday,0,0,0,10063.872,,,
48,215.04,cloudy,22:12:00,low,Koteshwor,Friday,0,0,0,10321.92,,,
50,54.784,foggy,04:02:00,medium,Godavari,Sunday,0,0,0,2739.2,,,
49,145.152,cloudy,05:29:00,low,Pokhara,Monday,0,0,0,7112.448,,,
42,208.384,rainy,06:43:00,medium,Lalitpur,Tuesday,0,0,0,8752.128,,,
55,248.832,sunny,12:59:00,low,Lalitpur,Tuesday,0,0,0,13685.76,,,
49,489.6,cloudy,05:00:00,high,Boudha,Saturday,1,0,0,23990.4,,,
45,1298.53125,cloudy,17:20:00,high,Lalitpur,Tuesday,0,0,0,58433.90625,,,
55,1711.125,cloudy,09:47:00,medium,Boudha,Friday,0,0,0,94111.875,,,
52,199.168,sunny,10:54:00,low,Boudha,Friday,0,0,0,10356.736,,,
50,214.016,rainy,05:55:00,medium,Godavari,Tuesday,0,0,0,10700.8,,,
45,234.24,cloudy,08:30:00,low,Butwal,Tuesday,0,0,0,10540.8,,,
52,224.256,cloudy,01:08:00,low,Lazimpat,Thursday,0,0,0,11661.312,,,
51,122.112,sunny,12:17:00,low,Durbar Marg,Tuesday,0,0,0,6227.712,,,
45,279.552,cloudy,12:01:00,low,Lazimpat,Friday,0,0,0,12579.84,,,
58,129.024,sunny,10:52:00,high,Koteshwor,Thursday,0,0,1,7483.392,,,
46,565.632,foggy,08:01:00,medium,Kuleshwor,Monday,0,0,0,26019.072,,,
55,87.552,rainy,08:47:00,medium,Madhyapur Thimi,Thursday,0,0,0,4815.36,,,
49,229.888,sunny,12:53:00,low,Kathmandu,Friday,0,0,0,11264.512,,,
50,244.736,cloudy,23:58:00,low,Koteshwor,Thursday,0,0,0,12236.8,,,
46,358.656,cloudy,23:14:00,low,Godavari,Friday,0,0,0,16498.176,,,
60,232.448,foggy,11:01:00,medium,Kuleshwor,Tuesday,0,0,0,13946.88,,,
49,248.832,cloudy,12:02:00,low,Tokha,Tuesday,0,0,0,12192.768,,,
58,306.432,rainy,02:30:00,high,Boudha,Thursday,0,0,1,17773.056,,,
57,246.784,cloudy,08:22:00,low,Lalitpur,Sunday,0,0,0,14066.688,,,
53,213.504,sunny,03:30:00,low,Lalitpur,Friday,0,0,0,11315.712,,,
49,274.176,cloudy,16:34:00,high,Kuleshwor,Saturday,1,0,0,13434.624,,,
45,276.48,cloudy,03:30:00,low,New Road,Monday,0,0,0,12441.6,,,
53,224.256,sunny,01:24:00,low,Kirtipur,Tuesday,0,0,0,11885.568,,,
46,78.336,cloudy,12:09:00,low,Tokha,Tuesday,0,0,0,3603.456,,,
44,83.712,rainy,03:46:00,medium,Boudha,Thursday,0,0,0,3683.328,,,
42,1042.875,cloudy,17:45:00,medium,Tokha,Thursday,0,0,0,43800.75,,,
51,2055.375,rainy,17:17:00,high,Butwal,Friday,0,0,0,104824.125,,,
51,177.664,foggy,06:38:00,medium,Thamel,Sunday,0,0,0,9060.864,,,
50,367.104,cloudy,14:08:00,high,Bhaktapur,Saturday,1,0,0,18355.2,,,
46,156.672,sunny,07:12:00,low,Madhyapur Thimi,Tuesday,0,0,0,7206.912,,,
50,462.375,cloudy,09:00:00,high,Kathmandu,Tuesday,0,0,0,23118.75,,,
38,251.904,cloudy,08:15:00,low,Lalitpur,Wednesday,0,0,0,9572.352,,,
58,120.32,cloudy,00:05:00,low,Tokha,Tuesday,0,0,0,6978.56,,,
45,132.864,sunny,03:06:00,low,Butwal,Thursday,0,0,0,5978.88,,,
47,258.048,foggy,21:42:00,medium,Kuleshwor,Wednesday,0,0,0,12128.256,,,
52,203.52,rainy,01:07:00,medium,Pokhara,Monday,0,0,0,10583.04,,,
50,317.184,foggy,11:27:00,high,Kuleshwor,Saturday,1,0,0,15859.2,,,
45,69.12,sunny,13:11:00,low,Madhyapur Thimi,Tuesday,0,0,0,3110.4,,,
44,398.592,sunny,20:16:00,low,Lazimpat,Wednesday,0,0,0,17538.048,,,
51,992.25,cloudy,17:31:00,medium,Kirtipur,Thursday,0,0,0,50604.75,,,
47,3291.890625,rainy,17:05:00,high,Koteshwor,Saturday,1,0,0,154718.859375,,,
54,292.608,rainy,23:58:00,medium,Durbar Marg,Tuesday,0,0,0,15800.832,,,
52,187.904,cloudy,12:11:00,low,New Road,Wednesday,0,0,0,9771.008,,,
44,247.296,foggy,11:51:00,medium,Kirtipur,Tuesday,0,0,0,10881.024,,,
54,104.448,sunny,00:25:00,low,Lazimpat,Sunday,0,0,0,5640.192,,,
49,371.712,foggy,03:29:00,medium,Pokhara,Wednesday,0,0,0,18213.888,,,
46,136.192,rainy,22:25:00,medium,Lazimpat,Sunday,0,0,0,6264.832,,,
62,241.664,foggy,02:48:00,medium,Madhyapur Thimi,Friday,0,0,0,14983.168,,,
54,149.76,sunny,07:43:00,high,Durbar Marg,Saturday,1,0,0,8087.04,,,
54,3462.75,rainy,09:24:00,high,Kirtipur,Thursday,0,0,1,186988.5,,,
53,1090.125,cloudy,17:05:00,high,Kathmandu,Friday,0,0,0,57776.625,,,
49,305.28,rainy,06:19:00,high,Thamel,Friday,0,0,1,14958.72,,,
58,224.256,foggy,01:01:00,medium,Tokha,Tuesday,0,0,0,13006.848,,,
49,162.816,rainy,20:11:00,medium,Bhaktapur,Monday,0,0,0,7977.984,,,
54,89.088,cloudy,07:08:00,high,Pokhara,Monday,0,0,1,4810.752,,,
47,105.216,foggy,18:59:00,medium,Lazimpat,Friday,0,0,0,4945.152,,,
49,243.712,foggy,11:37:00,medium,Butwal,Tuesday,0,0,0,11941.888,,,
50,350.208,rainy,04:48:00,medium,Butwal,Thursday,0,0,0,17510.4,,,
53,284.16,cloudy,23:12:00,low,Butwal,Wednesday,0,0,0,15060.48,,,
57,1535.625,foggy,09:53:00,high,Boudha,Sunday,0,0,0,87530.625,,,
40,539.136,sunny,11:36:00,high,New Road,Wednesday,0,0,1,21565.44,,,
52,333.312,sunny,23:06:00,low,Kirtipur,Wednesday,0,0,0,17332.224,,,
51,101.376,sunny,04:13:00,low,Butwal,Thursday,0,0,0,5170.176,,,
35,244.736,foggy,15:18:00,medium,Thamel,Sunday,0,0,0,8565.76,,,
47,313.344,cloudy,08:30:00,high,Lazimpat,Saturday,1,0,0,14727.168,,,
49,80.896,foggy,23:11:00,medium,Madhyapur Thimi,Wednesday,0,0,0,3963.904,,,
53,181.248,sunny,13:50:00,high,Koteshwor,Saturday,1,0,0,9606.144,,,
55,116.736,sunny,11:00:00,low,Kirtipur,Wednesday,0,0,0,6420.48,,,
47,198.912,rainy,10:38:00,medium,Kuleshwor,Wednesday,0,0,0,9348.864,,,
50,103.68,sunny,07:58:00,low,Butwal,Monday,0,0,0,5184,,,
68,217.088,sunny,12:07:00,low,Durbar Marg,Sunday,0,0,0,14761.984,,,
48,126.72,foggy,06:27:00,high,Kirtipur,Saturday,1,0,0,6082.56,,,
57,521.856,sunny,21:00:00,high,Boudha,Sunday,0,0,1,29745.792,,,
52,213.504,rainy,13:44:00,medium,New Road,Sunday,0,0,0,11102.208,,,
50,249.856,rainy,14:35:00,medium,Madhyapur Thimi,Sunday,0,0,0,12492.8,,,
49,240.64,cloudy,04:18:00,low,New Road,Monday,0,0,0,11791.36,,,
59,182.016,sunny,06:21:00,low,Godavari,Tuesday,0,0,0,10738.944,,,
45,288,rainy,15:27:00,medium,Kirtipur,Monday,0,0,0,12960,,,
48,220.032,rainy,07:18:00,medium,Balkumari,Wednesday,0,0,0,10561.536,,,
47,450.432,foggy,20:39:00,high,Tokha,Thursday,0,1,0,21170.304,,,
42,193.536,rainy,23:30:00,medium,Durbar Marg,Tuesday,0,0,0,8128.512,,,
42,116.736,rainy,04:18:00,medium,Godavari,Friday,0,0,0,4902.912,,,
56,354.048,foggy,12:53:00,high,Madhyapur Thimi,Saturday,1,0,0,19826.688,,,
50,86.016,cloudy,08:34:00,low,Durbar Marg,Wednesday,0,0,0,4300.8,,,
52,206.592,rainy,01:53:00,medium,Kathmandu,Wednesday,0,0,0,10742.784,,,
72,274.176,cloudy,22:00:00,high,Lazimpat,Sunday,0,1,0,19740.672,,,
45,58.368,rainy,19:12:00,medium,New Road,Thursday,0,0,0,2626.56,,,
51,311.04,cloudy,13:37:00,high,Bhaktapur,Saturday,1,0,0,15863.04,,,
48,271.104,cloudy,11:31:00,high,Lazimpat,Wednesday,0,0,1,13012.992,,,
48,286.464,rainy,22:33:00,high,Pokhara,Friday,0,1,0,13750.272,,,
43,126.976,foggy,16:29:00,medium,Madhyapur Thimi,Tuesday,0,0,0,5459.968,,,
51,195.84,cloudy,00:46:00,low,Balkumari,Wednesday,0,0,0,9987.84,,,
40,103.936,rainy,08:14:00,medium,Balkumari,Friday,0,0,0,4157.44,,,
50,116.736,foggy,18:33:00,medium,Kirtipur,Wednesday,0,0,0,5836.8,,,
48,250.368,cloudy,20:34:00,high,Pokhara,Monday,0,1,0,12017.664,,,
53,123.648,cloudy,12:42:00,low,Boudha,Friday,0,0,0,6553.344,,,
52,343.296,foggy,19:12:00,medium,Pokhara,Friday,0,0,0,17851.392,,,
51,251.904,cloudy,15:49:00,low,Thamel,Wednesday,0,0,0,12847.104,,,
51,106.752,sunny,12:40:00,low,Lalitpur,Monday,0,0,0,5444.352,,,
57,141.696,rainy,12:47:00,medium,Godavari,Thursday,0,0,0,8076.672,,,
42,120.576,foggy,19:17:00,medium,Tokha,Monday,0,0,0,5064.192,,,
41,194.56,foggy,00:55:00,medium,Bhaktapur,Monday,0,0,0,7976.96,,,
53,205.056,sunny,19:28:00,low,Balkumari,Thursday,0,0,0,10867.968,,,
60,240.768,foggy,13:51:00,high,Thamel,Wednesday,0,0,1,14446.08,,,
49,327.936,foggy,01:19:00,medium,Butwal,Tuesday,0,0,0,16068.864,,,
44,97.536,rainy,18:47:00,medium,Thamel,Sunday,0,0,0,4291.584,,,
43,184.832,foggy,05:08:00,medium,Durbar Marg,Friday,0,0,0,7947.776,,,
37,132.096,sunny,01:06:00,low,Koteshwor,Wednesday,0,0,0,4887.552,,,
46,247.68,rainy,03:40:00,high,Koteshwor,Saturday,1,0,0,11393.28,,,
48,65.536,sunny,04:37:00,low,New Road,Monday,0,0,0,3145.728,,,
62,52.224,sunny,03:25:00,low,Kirtipur,Friday,0,0,0,3237.888,,,
52,227.328,rainy,01:40:00,medium,Kirtipur,Sunday,0,0,0,11821.056,,,
47,142.848,rainy,07:50:00,medium,Lalitpur,Wednesday,0,0,0,6713.856,,,
68,244.992,sunny,16:16:00,low,Madhyapur Thimi,Wednesday,0,0,0,16659.456,,,
44,188.416,foggy,00:08:00,medium,Pokhara,Monday,0,0,0,8290.304,,,
52,110.592,foggy,20:42:00,high,Koteshwor,Saturday,1,0,1,5750.784,,,
50,144.384,sunny,08:39:00,low,Kathmandu,Tuesday,0,0,0,7219.2,,,
58,125.184,cloudy,13:42:00,high,Pokhara,Saturday,1,0,0,7260.672,,,
49,951.75,rainy,17:10:00,high,Butwal,Friday,0,0,0,46635.75,,,
47,174.08,cloudy,18:31:00,low,Durbar Marg,Wednesday,0,0,0,8181.76,,,
51,232.96,sunny,06:37:00,low,Koteshwor,Monday,0,0,0,11880.96,,,
57,291.456,rainy,23:45:00,high,Balkumari,Thursday,0,0,1,16612.992,,,
46,360.96,rainy,05:25:00,medium,Thamel,Wednesday,0,0,0,16604.16,,,
45,135.68,foggy,08:06:00,medium,New Road,Friday,0,0,0,6105.6,,,
49,356.352,foggy,05:06:00,medium,Lalitpur,Thursday,0,0,0,17461.248,,,
52,228.096,rainy,03:08:00,medium,Lalitpur,Sunday,0,0,0,11860.992,,,
51,182.784,rainy,21:04:00,medium,Kuleshwor,Sunday,0,0,0,9321.984,,,
58,103.68,foggy,12:04:00,medium,Lazimpat,Tuesday,0,0,0,6013.44,,,
44,186.624,cloudy,21:27:00,high,Godavari,Thursday,0,1,0,8211.456,,,
50,174.592,sunny,21:38:00,low,Balkumari,Tuesday,0,0,0,8729.6,,,
51,115.712,cloudy,06:05:00,low,Boudha,Thursday,0,0,0,5901.312,,,
49,162.048,rainy,16:27:00,high,Butwal,Saturday,1,0,0,7940.352,,,
53,572.0625,foggy,17:32:00,medium,Lalitpur,Friday,0,0,0,30319.3125,,,
44,119.808,cloudy,07:56:00,high,Bhaktapur,Thursday,0,1,0,5271.552,,,
46,78.336,rainy,08:59:00,medium,Kirtipur,Thursday,0,0,0,3603.456,,,
50,319.488,cloudy,04:17:00,low,Godavari,Thursday,0,0,0,15974.4,,,
65,163.584,rainy,10:38:00,medium,Godavari,Sunday,0,0,0,10632.96,,,
53,184.32,foggy,16:24:00,high,Balkumari,Wednesday,0,0,1,9768.96,,,
56,132.864,cloudy,02:19:00,low,Bhaktapur,Friday,0,0,0,7440.384,,,
42,71.168,rainy,13:37:00,medium,Boudha,Sunday,0,0,0,2989.056,,,
54,221.184,cloudy,18:48:00,high,Lazimpat,Saturday,1,0,0,11943.936,,,
38,131.072,sunny,19:52:00,low,Durbar Marg,Monday,0,0,0,4980.736,,,
52,1437.75,sunny,17:16:00,medium,Pokhara,Wednesday,0,0,0,74763,,,
51,89.856,rainy,13:54:00,medium,Kathmandu,Thursday,0,0,0,4582.656,,,
42,158.976,cloudy,10:46:00,low,Kuleshwor,Thursday,0,0,0,6676.992,,,
49,88.064,sunny,16:49:00,low,Bhaktapur,Tuesday,0,0,0,4315.136,,,
49,360.96,cloudy,04:18:00,high,Bhaktapur,Tuesday,0,1,0,17687.04,,,
47,185.856,cloudy,20:52:00,low,Koteshwor,Friday,0,0,0,8735.232,,,
52,2303.4375,rainy,09:54:00,high,Bhaktapur,Saturday,1,0,0,119778.75,,,
39,188.16,foggy,06:10:00,medium,Balkumari,Wednesday,0,0,0,7338.24,,,
50,180.864,cloudy,13:10:00,high,Godavari,Saturday,1,0,0,9043.2,,,
46,130.048,cloudy,04:40:00,low,Kathmandu,Sunday,0,0,0,5982.208,,,
54,177.152,foggy,03:43:00,medium,Kirtipur,Wednesday,0,0,0,9566.208,,,
49,95.744,foggy,13:36:00,medium,Kuleshwor,Wednesday,0,0,0,4691.456,,,
45,321.792,foggy,05:42:00,medium,New Road,Monday,0,0,0,14480.64,,,
54,154.624,rainy,10:42:00,medium,Butwal,Monday,0,0,0,8349.696,,,
48,343.296,cloudy,05:57:00,low,Kirtipur,Thursday,0,0,0,16478.208,,,
51,101.888,cloudy,19:17:00,low,Bhaktapur,Monday,0,0,0,5196.288,,,
46,2485.6875,cloudy,17:46:00,high,Lalitpur,Tuesday,0,0,0,114341.625,,,
50,285.696,foggy,18:23:00,medium,Kuleshwor,Monday,0,0,0,14284.8,,,
52,369.408,foggy,04:53:00,high,Butwal,Thursday,0,0,1,19209.216,,,
57,314.496,cloudy,11:56:00,high,Durbar Marg,Saturday,1,0,0,17926.272,,,
45,297.216,cloudy,08:35:00,low,Madhyapur Thimi,Wednesday,0,0,0,13374.72,,,
47,254.976,foggy,10:41:00,high,Kuleshwor,Saturday,1,1,0,11983.872,,,
46,193.536,cloudy,15:59:00,low,Bhaktapur,Thursday,0,0,0,8902.656,,,
50,121.344,rainy,23:19:00,medium,Boudha,Tuesday,0,0,0,6067.2,,,
46,134.4,sunny,04:14:00,high,Godavari,Tuesday,0,1,0,6182.4,,,
57,366.336,foggy,07:00:00,medium,Butwal,Sunday,0,0,0,20881.152,,,
62,207.36,sunny,16:44:00,low,Lazimpat,Friday,0,0,0,12856.32,,,
49,353.28,foggy,13:56:00,medium,Pokhara,Tuesday,0,0,0,17310.72,,,
48,1650.375,foggy,17:33:00,high,Madhyapur Thimi,Wednesday,0,0,0,79218,,,
52,172.8,foggy,11:17:00,medium,Kuleshwor,Monday,0,0,0,8985.6,,,
46,134.4,sunny,21:53:00,low,New Road,Tuesday,0,0,0,6182.4,,,
50,224.256,sunny,20:44:00,low,Kirtipur,Tuesday,0,0,0,11212.8,,,
47,2771.71875,rainy,17:41:00,high,Thamel,Saturday,1,0,0,130270.78125,,,
52,79.872,rainy,01:25:00,medium,Bhaktapur,Tuesday,0,0,0,4153.344,,,
49,61.952,rainy,21:28:00,medium,Balkumari,Friday,0,0,0,3035.648,,,
46,80.896,foggy,06:03:00,medium,Koteshwor,Sunday,0,0,0,3721.216,,,
50,156.672,cloudy,01:42:00,low,Kuleshwor,Thursday,0,0,0,7833.6,,,
50,118.272,sunny,01:58:00,low,Thamel,Wednesday,0,0,0,5913.6,,,
52,215.04,rainy,03:27:00,medium,Kathmandu,Sunday,0,0,0,11182.08,,,
52,130.56,foggy,06:26:00,medium,Butwal,Wednesday,0,0,0,6789.12,,,
54,65.024,sunny,15:13:00,low,Kirtipur,Tuesday,0,0,0,3511.296,,,
46,81.408,sunny,08:54:00,high,Bhaktapur,Saturday,1,0,0,3744.768,,,
45,152.576,foggy,13:40:00,medium,Boudha,Wednesday,0,0,0,6865.92,,,
52,161.28,rainy,14:40:00,medium,Kuleshwor,Wednesday,0,0,0,8386.56,,,
46,364.032,cloudy,20:13:00,low,Kirtipur,Wednesday,0,0,0,16745.472,,,
42,126.464,rainy,21:29:00,medium,Godavari,Friday,0,0,0,5311.488,,,
56,381.312,sunny,18:22:00,high,Lazimpat,Saturday,1,0,0,21353.472,,,
46,171.648,sunny,19:27:00,high,Godavari,Thursday,0,1,0,7895.808,,,
50,238.08,sunny,06:06:00,low,Boudha,Sunday,0,0,0,11904,,,
53,65.024,rainy,03:16:00,medium,Lazimpat,Tuesday,0,0,0,3446.272,,,
47,199.168,cloudy,11:43:00,low,Pokhara,Thursday,0,0,0,9360.896,,,
69,541.6875,foggy,09:15:00,high,Tokha,Tuesday,0,0,0,37376.4375,,,
50,1380.375,cloudy,17:03:00,medium,Lazimpat,Monday,0,0,0,69018.75,,,
51,364.032,sunny,19:37:00,high,Kathmandu,Friday,0,1,0,18565.632,,,
50,1883.25,rainy,17:45:00,high,Godavari,Monday,0,0,0,94162.5,,,
47,209.92,cloudy,08:31:00,low,Kuleshwor,Wednesday,0,0,0,9866.24,,,
56,323.328,foggy,10:40:00,medium,Pokhara,Monday,0,0,0,18106.368,,,
42,69.632,rainy,22:27:00,medium,Koteshwor,Friday,0,0,0,2924.544,,,
53,1255.5,sunny,17:18:00,medium,Durbar Marg,Tuesday,0,0,0,66541.5,,,
45,211.2,sunny,22:14:00,low,Kirtipur,Friday,0,0,0,9504,,,
53,216.576,cloudy,11:36:00,low,Godavari,Thursday,0,0,0,11478.528,,,
47,219.648,rainy,08:25:00,high,Thamel,Saturday,1,0,0,10323.456,,,
52,111.104,foggy,02:34:00,medium,Bhaktapur,Friday,0,0,0,5777.408,,,
71,2440.125,cloudy,17:54:00,medium,Koteshwor,Tuesday,0,0,0,173248.875,,,
54,136.704,sunny,20:11:00,low,Pokhara,Friday,0,0,0,7382.016,,,
59,210.432,rainy,19:27:00,medium,Godavari,Wednesday,0,0,0,12415.488,,,
54,339.456,sunny,22:39:00,low,Kathmandu,Monday,0,0,0,18330.624,,,
49,160.768,foggy,12:52:00,medium,Boudha,Sunday,0,0,0,7877.632,,,
46,168.96,sunny,13:58:00,low,Koteshwor,Friday,0,0,0,7772.16,,,
59,372.48,cloudy,02:23:00,low,Madhyapur Thimi,Tuesday,0,0,0,21976.32,,,
52,223.232,rainy,00:28:00,medium,Lalitpur,Wednesday,0,0,0,11608.064,,,
44,195.072,sunny,08:21:00,low,Madhyapur Thimi,Monday,0,0,0,8583.168,,,
48,273.024,cloudy,21:39:00,high,Bhaktapur,Saturday,1,0,0,13105.152,,,
43,425.088,sunny,22:09:00,high,Godavari,Saturday,1,0,0,18278.784,,,
52,143.616,cloudy,14:02:00,low,Boudha,Thursday,0,0,0,7468.032,,,
42,188.416,cloudy,15:55:00,low,Kirtipur,Wednesday,0,0,0,7913.472,,,
52,158.208,cloudy,08:34:00,low,Lazimpat,Wednesday,0,0,0,8226.816,,,
54,149.76,cloudy,22:21:00,low,Kirtipur,Thursday,0,0,0,8087.04,,,
57,298.752,rainy,00:17:00,high,Kuleshwor,Saturday,1,0,0,17028.864,,,
50,156.16,rainy,18:33:00,medium,Kuleshwor,Sunday,0,0,0,7808,,,
51,93.696,rainy,07:12:00,medium,Lalitpur,Friday,0,0,0,4778.496,,,
56,274.176,sunny,18:35:00,high,Butwal,Saturday,1,0,0,15353.856,,,
46,120.32,foggy,04:23:00,medium,New Road,Monday,0,0,0,5534.72,,,
72,96.256,rainy,04:03:00,medium,Tokha,Tuesday,0,0,0,6930.432,,,
50,145.92,cloudy,18:49:00,high,Kirtipur,Saturday,1,0,0,7296,,,
60,215.04,rainy,02:59:00,medium,Butwal,Friday,0,0,0,12902.4,,,
47,353.28,sunny,10:08:00,low,Lazimpat,Sunday,0,0,0,16604.16,,,
50,146.944,sunny,11:10:00,low,Butwal,Tuesday,0,0,0,7347.2,,,
44,176.64,cloudy,04:30:00,low,Boudha,Friday,0,0,0,7772.16,,,
49,153.6,sunny,10:15:00,low,Balkumari,Thursday,0,0,0,7526.4,,,
60,211.968,rainy,23:17:00,medium,Kathmandu,Friday,0,0,0,12718.08,,,
52,63.488,sunny,10:36:00,low,Durbar Marg,Tuesday,0,0,0,3301.376,,,
49,1134,sunny,10:00:00,medium,Lazimpat,Sunday,0,0,0,55566,,,
50,114.176,sunny,15:47:00,low,New Road,Monday,0,0,0,5708.8,,,
70,107.008,sunny,00:35:00,low,Pokhara,Sunday,0,0,0,7490.56,,,
48,77.568,rainy,01:08:00,medium,Madhyapur Thimi,Tuesday,0,0,0,3723.264,,,
53,111.616,rainy,21:35:00,medium,Kirtipur,Sunday,0,0,0,5915.648,,,
55,779.328,cloudy,12:57:00,high,Pokhara,Saturday,1,0,0,42863.04,,,
49,192,foggy,13:17:00,medium,Thamel,Tuesday,0,0,0,9408,,,
51,98.816,foggy,22:02:00,medium,Butwal,Sunday,0,0,0,5039.616,,,
46,2450.25,cloudy,17:45:00,medium,Tokha,Tuesday,0,0,0,112711.5,,,
55,384.768,rainy,14:38:00,high,Bhaktapur,Thursday,0,0,1,21162.24,,,
53,284.16,foggy,23:01:00,medium,Madhyapur Thimi,Tuesday,0,0,0,15060.48,,,
49,343.296,sunny,07:42:00,low,New Road,Tuesday,0,0,0,16821.504,,,
59,211.968,rainy,16:47:00,medium,Lalitpur,Wednesday,0,0,0,12506.112,,,
53,784.6875,foggy,09:14:00,high,Kirtipur,Wednesday,0,0,0,41588.4375,,,
51,1088.4375,foggy,09:01:00,medium,Kathmandu,Tuesday,0,0,0,55510.3125,,,
49,706.752,foggy,14:19:00,high,Thamel,Tuesday,0,0,1,34630.848,,,
58,182.016,rainy,18:18:00,high,Kuleshwor,Saturday,1,0,0,10556.928,,,
57,226.944,cloudy,08:41:00,high,Boudha,Monday,0,0,1,12935.808,,,
48,250.368,rainy,18:37:00,medium,Kirtipur,Monday,0,0,0,12017.664,,,
70,461.952,sunny,07:58:00,low,Lazimpat,Wednesday,0,0,0,32336.64,,,
71,166.656,rainy,05:37:00,medium,Thamel,Thursday,0,0,0,11832.576,,,
43,249.6,sunny,10:33:00,low,Kirtipur,Friday,0,0,0,10732.8,,,
52,77.824,rainy,12:25:00,medium,Butwal,Tuesday,0,0,0,4046.848,,,
55,211.968,sunny,02:11:00,low,Tokha,Sunday,0,0,0,11658.24,,,
52,745.875,rainy,17:06:00,high,Pokhara,Wednesday,0,0,0,38785.5,,,
47,161.28,foggy,14:48:00,medium,Lalitpur,Thursday,0,0,0,7580.16,,,
48,157.696,sunny,22:40:00,low,Thamel,Sunday,0,0,0,7569.408,,,
50,350.976,cloudy,02:48:00,low,Lalitpur,Monday,0,0,0,17548.8,,,
55,195.84,cloudy,16:56:00,low,Lalitpur,Tuesday,0,0,0,10771.2,,,
53,115.712,foggy,20:54:00,medium,Godavari,Monday,0,0,0,6132.736,,,
43,352.512,rainy,21:34:00,medium,Madhyapur Thimi,Monday,0,0,0,15158.016,,,
53,117.504,cloudy,08:57:00,low,Boudha,Sunday,0,0,0,6227.712,,,
48,322.56,cloudy,22:12:00,low,Koteshwor,Thursday,0,0,0,15482.88,,,
33,286.464,rainy,04:17:00,high,Durbar Marg,Tuesday,0,1,0,9453.312,,,
50,181.76,rainy,08:56:00,medium,Butwal,Wednesday,0,0,0,9088,,,
68,160.256,rainy,21:31:00,medium,Pokhara,Monday,0,0,0,10897.408,,,
